iwn_id	iwn_category	english_id	english_category	english_synset_words	english_gloss	hindi_synset	hindi_gloss	tamil_synset	tamil_gloss	type_link
10079	ADJECTIVE	2272367	ADJECTIVE	hundred, one_hundred, 100, c	being ten more than ninety	सौ,शत,100,१००,सय	नब्बे और दस|| इस सम्मेलन में लगभग सौ विद्वान भाग ले रहे हैं । 	நூறு	பத்தின் பத்து மடங்கைக் குறிக்கும் எண்.||  இந்த கூட்டத்தில் ஏறக்குறைய நூறு வித்துவாங்கள் கலந்து கொண்டனர் 	Direct
1008	NOUN	4791400	NOUN	morality	concern with the distinction between good and evil or right and wrong; right or good conduct	नैतिकता	नैतिक होने की अवस्था या भाव|| आप खुद अनैतिक रहकर दूसरों को नैतिकता का पाठ नहीं पढ़ा सकते । 	நீதிசம்பந்தம்	எது சரி, எது தவறு என்ற கருத்து தொடர்பானவை.||  நீங்கள் அநீதியாக இருந்து கொண்டு நீதி சம்பந்தப்பட்ட பாடங்களை கற்பிக்காதீர்கள் 	Direct
1842	NOUN	4791400	NOUN	morality	concern with the distinction between good and evil or right and wrong; right or good conduct	सद्व्यवहार,सदाचार,सद् व्यवहार,सदाचरण,साधुता,नेकचलनी,सुव्यवहार,मर्यादा,अच्छा बरताव,अच्छा व्यवहार,धर्म,धरम,आर्यधर्म,आर्यधरम,आकूति	वह व्यवहार जिसमें उत्तमता का भाव हो || हमें सबके साथ सद्व्यवहार करना चाहिए ।  /  सद्व्यवहार लोगों में प्यार बढ़ाता है । 	ஒழுக்கம், நல்லநடத்தை, நன்னடத்தை	தனிமனிதன் கடைபிடிக்க வேண்டிய நெறி.||  ஒழுக்கத்தால் மக்களிடம் அன்பு அதிகரிக்கிறது 	Direct
10080	ADJECTIVE	1704554	ADJECTIVE	centenarian	being at least 100 years old	शतायु	सौ वर्ष की आयुवाला|| गुरु महराज ने अपने यजमान को शतायु होने का आशीर्वाद दिया । 	நூறுவயதான	நூறு ஆண்டுகள் நிரம்பியது||  குரு மாகாராசன் தன்னுடைய எஜமானனை நூறுவயது வரை இருக்க ஆசீர்வாதம் கொடுத்தார் 	Direct
10084	ADVERB	162675	ADVERB	slowly, slow, easy, tardily	"without speed (`slow'  is sometimes used informally for `slowly' ); ""he spoke slowly""; ""go easy here--the road is slippery""; ""glaciers move tardily""; ""please go slow so I can see the sights"""	धीरे,धीमे,हौले,आहिस्ते,आहिस्ता,धीरे से,धीमे से,हौले से,आहिस्ते से,आहिस्ता से,आसते,आस्ते	नीची या हल्की आवाज़ या स्वर में|| थोड़ा धीरे बोलो । 	மெதுவாக, மந்தமாக, மெல்லமெல்ல	மெதுவாக||  ராதா மெதுவாக நடந்து சென்றாள். 	Direct
10085	ADVERB	162675	ADVERB	slowly, slow, easy, tardily	"without speed (`slow'  is sometimes used informally for `slowly' ); ""he spoke slowly""; ""go easy here--the road is slippery""; ""glaciers move tardily""; ""please go slow so I can see the sights"""	धीरे-धीरे,धीरे धीरे,आहिस्ते-आहिस्ते,आहिस्ता-आहिस्ता,आराम से,आहिस्ते से,हौले-हौले,होले-होले,रफ्ता-रफ्ता,धीमे-धीमे,धीमे,धीरे,हौले,आहिस्ते,आहिस्ता,धीरे से,आहिस्ता से,आसते,आस्ते,मंद-मंद,मन्द-मन्द,अल्पशः	शिथिल या धीमी गति से|| हाथी धीरे-धीरे चल रहा है ।  /  उनका शरीर अल्पशः गिरता चला जा रहा है । 	மெதுவாக	வேகம் இல்லாத நிலை||  தாத்தா மெதுவாக நடந்தார் 	Direct
35551	ADVERB	162675	ADVERB	slowly, slow, easy, tardily	"without speed (`slow'  is sometimes used informally for `slowly' ); ""he spoke slowly""; ""go easy here--the road is slippery""; ""glaciers move tardily""; ""please go slow so I can see the sights"""	धीरे से,आहिस्ते से,आहिस्ता से,आसते से,आस्ते से,धीमे से	इस प्रकार से कि जल्दी किसी को पता न चले|| वह धीरे से अपने कपड़े उठाकर निकल गया । 	மெதுவாக, மெதுவாய், மெல்ல, மெல்லமாய்	மெல்ல - மெல்ல||  அவன் மெதுவாக வெளியேறினான் 	Direct
10086	NOUN	6221477	NOUN	syllable	"a unit of spoken language larger than a phoneme; ""the word `pocket'  has two syllables"""	शब्दांश	शब्द का अंश या भाग|| गति में ग और ति दो शब्दांश हैं । 	அசை	யாப்பில் எழுத்தை அடிப்படையாகக் கொண்டு அமைக்கப்பட்ட அலகு||  கதி என்ற சொல்லில் க மற்றும் தி என்ற இரண்டு அசைகள் இருக்கின்றன 	Direct
14678	NOUN	6221477	NOUN	syllable	"a unit of spoken language larger than a phoneme; ""the word `pocket'  has two syllables"""	अक्षर,आखर,हरफ,हर्फ,हरफ़,हर्फ़	शब्द का वह अंश जिसका उच्चारण श्वास के एक झटके में होता है|| राम शब्द में दो अक्षर हैं । 	எழுத்து	மொழியில் உள்ள ஒலிகளுக்குத் தரப்பட்டுள்ள வரிவடிவம்||  ராம் வார்த்தையில் இரண்டு எழுத்துக்கள் இருக்கின்றன 	Direct
10087	NOUN	8399703	NOUN	checkpoint	a place (as at a frontier) where travellers are stopped for inspection and clearance	नाका	वह प्रमुख स्थान जहाँ से किसी नगर आदि में जाने का मार्ग आरंभ होता है|| रायपुर नाके पर बस खराब हो गई । 	நுழைவாயில், கோட்டைவாயில், சாலை_தொடங்கும்_இடம்	நுழைவாயில், கோட்டைவாயில், சாலை தொடங்கும் இடம்||  நுழைவாயிலில் நின்று கொண்டிருந்த பேருந்து பழுதாகிவிட்டது. 	Direct
10088	NOUN	6334856	NOUN	vocabulary	a listing of the words used in some enterprise	शब्दावली	विषय अथवा कार्य-संबंधी शब्दों की सूची|| अंग्रेजी की शिक्षिका ने पाठ समाप्त करते ही कक्षा के सभी छात्रों को शब्दावली तैयार करने के लिए कहा । 	சொல்லகராதி	நிகழ்வு அல்லது செயல் தொடர்பான சொற்களின் தகவல்||  ஆங்கில ஆசிரியர் பாடத்தை நிறைவு செய்து வகுப்பில் உள்ள அனைத்து மாணவருக்கும் சொல்லகராதி தயார் செய்யக் கூறினார் 	Direct
10089	NOUN	6984444	NOUN	wording, diction, phrasing, phraseology, choice_of_words, verbiage	"the manner in which something is expressed in words; ""use concise military verbiage""- G.S.Patton"	शब्दावली	किसी वाक्य कथन अथवा रचना में प्रयुक्त शब्दों का प्रकार या क्रम|| शब्दावली के अनुरूप ही वाक्य रचना करनी चाहिए । 	சொல்லடைவு	ஒரு நூலில் இருக்கும் அனைத்து சொற்களையும் அகரவரிசைப்படுத்தி தயாரிக்கும் பட்டியல்||  சொல்லடைவின்படி வாக்கியபடைப்பு இருக்க வேண்டும் 	Direct
1009	NOUN	1109584	NOUN	government, governing, governance, government_activity	"the act of governing; exercising authority; ""regulations for the governing of state prisons""; ""he had considerable experience of government"""	शासन,प्रशासन,हुकूमत,शासन-प्रबंध,शासन-प्रबंधन,अनुशासन,सियासत,राज्य,राज,राजशाही,राज्यव्यवस्था,राज्य-व्यवस्था,राज्य व्यवस्था,अधिशासन,अभिशासन,अमल,अमीरी,एडमिनिस्ट्रेशन,एडमिनिस्ट्रैशन	राज्य के कार्यों का प्रबंध और संचालन|| आजकल देश का शासन भ्रष्टाचारियों के हाथ में है । 	ஆட்சி, ஆள்பவர், ஆளுதல், அரசாங்கத்தினர், ஆதிக்கமண்டலம்	மக்களால் தேர்ந்தெடுக்கப்பட்டவர்களோ அதிகாரத்தைக் கைப்பற்றியவர்களோ நடத்தும் அரசு நிர்வாகம்||  தற்பொழுது தேசத்தின் ஆட்சி தீவிரவாதத்தின் கையில் இருக்கிறது 	Direct
12654	NOUN	1109584	NOUN	government, governing, governance, government_activity	"the act of governing; exercising authority; ""regulations for the governing of state prisons""; ""he had considerable experience of government"""	संचालन,अवधान	ऐसा प्रबंध या व्यवस्था करने की क्रिया जिसमें कोई काम चलता या होता रहे|| इस संस्था का संचालन बहुत अच्छी तरह से हो रहा है । 	இயக்கம்	ஒன்றை செயல்படுத்தும் நிலை.||  இந்த நிறுவனத்தின் இயக்கம் மிக நன்றாக நடந்து கொண்டிருக்கிறது 	Direct
1010	NOUN	1109584	NOUN	government, governing, governance, government_activity	"the act of governing; exercising authority; ""regulations for the governing of state prisons""; ""he had considerable experience of government"""	सुशासन,सुराज,सुराज्य	सुव्यवस्थित और अच्छा शासन|| सुशासन के द्वारा ही राष्ट्र का विकास संभव है । 	நல்லாட்சி, நல்லஆட்சி	நன்மை விளைவிக்கும் வகையில் ஆட்சி நடத்துதல்.||  நல்லாட்சியின் மூலம் தேசத்தின் வளர்ச்சிக்கு வாய்புகள் அதிகம் 	Hypernymy
20902	NOUN	1109584	NOUN	government, governing, governance, government_activity	"the act of governing; exercising authority; ""regulations for the governing of state prisons""; ""he had considerable experience of government"""	बादशाही,बादशाहत,सुल्तानी,सुलतानी,सल्तनत,सलतनत	बादशाह का शासन|| अकबर की बादशाही बहुत दिनों तक चली । 	சக்கரவர்த்தி	அரசவையின் ஆட்சி||  அக்பர் சக்கரவர்த்தியாக நீண்டநாட்கள் வரை இருந்தார் 	Hypernymy
10094	NOUN	3077517	NOUN	corner, street_corner, turning_point	"the intersection of two streets; ""standing on the corner watching all the girls go by"""	नाका,मुहाना	किसी रास्ते आदि का वह छोर जिससे होकर लोग किसी ओर जाते या मुड़ते हैं|| नाके पर मुड़ते ही मुझे महेश मिल गया । 	மூலை	மூலை||  கிருஷ்ணன் தெருவின் மூலைக்கு வந்த பொழுது ராமனைக் கண்டான். 	Direct
9306	NOUN	3077517	NOUN	corner, street_corner, turning_point	"the intersection of two streets; ""standing on the corner watching all the girls go by"""	नुक्कड़,नुक्कड़,नाका	मकान,गली अथवा मार्ग पर आगे की ओर निकला हुआ कोना|| चौराहे के नुक्कड़ पर खड़ा लड़का ट्रक की चपेत में आ गया । 	மூலை, தெருமுனை	மூலை, தெருமுனை||  நாற்சந்தியின் மூலையில் நின்று கொண்டிருந்த சிறுவன் பேருந்தில் ஏறினான் 	Direct
19579	NOUN	13510669	NOUN	peseta, Spanish_peseta	formerly the basic unit of money in Spain; equal to 100 centimos	पेसेटा	स्पेन में चलने वाली मुद्रा || मुझे दस पेसेटों की ज़रूरत है । 	பேசேடா	ஸ்பெயினில் புழக்கத்தில் இருக்கக்கூடிய முத்திரை||  எனக்கு பத்து பேசேடால் தேவைப்படுகிறது 	Direct
10096	ADJECTIVE	703371	ADJECTIVE	accursed, accurst, maledict	under a curse	शापित,शापग्रस्त,शप्त,अभिशप्त,अभिशापित,आक्रुष्ट,आकोशित,नासपीटा,नासपिटा	शाप दिया हुआ|| शापित अर्जुन वृहन्नला के रूप में राजा विराट के घर उसकी बेटी उत्तरा को नृत्य की शिक्षा दे रहे थे । 	சாபமான	ஒருவர்மீது கோபம் கொண்டு அவருக்குத் தீங்கு அல்லது அழிவு நேர வேண்டுமென்று கூறும் வார்த்தை||  சாபத்தினால் அர்ச்சுனன் திருநங்கை உருவத்தில் விராடமன்னன் வீட்டில் அவருடையப் பெண் உத்திராவிற்கு நடனம் கற்றுக்கொடுத்தார் 	Direct
10102	NOUN	3006854	NOUN	clamp, clinch	a device (generally used by carpenters) that holds things firmly together	शिकंजा	दबाने, कसने आदि का उपकरण|| शिकंजा से दबाकर जिल्दसाज़ किताबों के पन्ने काटते हैं । 	பற்றுக்கருவி	அழுத்தும், இறுக்கும் ஒரு கருவி||  பற்றுக்கருவியினால் அழுத்தி மொத்தமாக ஒட்டியுள்ள புத்தகங்கள் பக்கங்களை கத்தரிக்கின்றனர் 	Direct
10106	NOUN	6320839	NOUN	epigraph	an engraved inscription	शिलालेख	पत्थर पर लिखा या खुदा हुआ कोई प्राचीन लेख|| खुदाई से मिले हुए शिलालेखों से हमें प्राचीन सभ्यता का ज्ञान होता है । 	கல்வெட்டு	பெரும்பாலும் அரசர் பெற்ற வெற்றி, அளித்த கொடை முதலியவற்றைக் குறித்து பாறையில் அல்லது கல்லில் செதுக்கப்பட்ட வாசகம்.||  புதையலில் கிடைக்கப்பட்ட கல்வெட்டு கிடைத்தலிலிருந்து நாம் பழமையான பண்பாட்டை அறிந்துக் கொள்ளலாம் 	Direct
10109	NOUN	8400049	NOUN	campsite, campground, camping_site, camping_ground, bivouac, encampment, camping_area	a site where people on holiday can pitch a tent	शिविर,कैंप,कैम्प	वह स्थान जहाँ अस्थाई रूप से कुछ लोग मिलकर किसी विशेष कार्य या उद्देश्य से रहें|| मोतियाबिंद का मुफ़्त इलाज करने के लिए डाक्टरों ने दस दिनों का शिविर लगाया है । 	கூடாரம்	தற்காலிகமாகத் தங்குவதற்கு கழிகளை நட்டு அவற்றின் மேல் தண்ணீர் புகாத கனத்த கித்தான் துணியை விரித்து இழுத்துக் கட்டி அமைக்கும் அமைப்பு.||  கண் சிகிச்சை முகாமிற்காக மருத்துவர்கள் பத்து நாட்கள் வரை கூடாரம் அமைத்துதிருக்கிறார்கள் 	Direct
27088	NOUN	8400049	NOUN	campsite, campground, camping_site, camping_ground, bivouac, encampment, camping_area	a site where people on holiday can pitch a tent	शिविर-स्थल,शिविर स्थल,शिविर-स्थली,शिविर स्थली	वह स्थान जहाँ शिविर लगाए जाते हैं|| शिविर-स्थल की सफाई हो रही है । 	கூடாரம், தங்குமிடம், இருப்பிடம், வசிப்பிடம்	தங்கவைக்கப்படுகிற இடம்||  கூடாரம் சுத்தமாக இருக்கிறது 	Direct
1011	NOUN	5560123	NOUN	Hell, perdition, Inferno, infernal_region, nether_region, pit	"(Christianity) the abode of Satan and the forces of evil; where sinners suffer eternal punishment; ""Hurl' d headlong...To bottomless perdition, there to dwell""- John Milton; ""a demon from the depths of the pit"""	नरक,नर्क,जहन्नुम,दोज़ख,पापलोक,दहर	धार्मिक विचारों के अनुसार वह स्थान जहाँ पापियों या दुराचारियों की आत्माएँ दंड भोगने के लिए भेजी जाती हैं|| पापी मरने के बाद नरक में जाता है । 	நரகம், நகர், பட்டினம், பேரூர், புரி	பாவம் செய்தவர்கள் இறந்த பிறகு சென்று சேர்வதாக நம்பப்படும் கொடுமையும் துன்பங்களும் நிறைந்த உலகம்.||  இந்த இடம் அடிப்படைத் தேவைக்கும் அவஸ்தைப்படுகிற நரக வாழ்க்கை ஆனது 	Direct
10110	NOUN	4843615	NOUN	decorum, decorousness	propriety in manners and conduct	शिष्टाचार,अख़लाक़,अखलाक	शिष्ट या सभ्य आचरण|| शिष्टाचार से मनुष्य समाज में सम्मान पाता है । 	நற்குணம்	நல்லகுணம்||  நற்குணம் கொண்டதால் மனிதன் சமூகத்தில் மரியாதை பெறுகிறான் 	Direct
10111	NOUN	6543071	NOUN	welcome	"a greeting or reception; ""the proposal got a warm welcome"""	आवभगत,आदरसत्कार,आदर-सत्कार,आव-भगत,आव-आदर,ख़ातिरदारी,ख़ातिरी,खातिरदारी,खातिरी,आवभाव,आव-भाव,खातिर-तवाजा,आशंसा	आदर-सम्मान|| सेठ मनोहरजी सबकी आवभगत करते हैं । 	உபசரிப்பு, வரவேற்பு	வீட்டுக்கு வருபவர்களுக்குக் காட்டும் வரவேற்பும் கவனிப்பும்.||  செட் மனோகர் அனைவரையும் வரவேற்கின்றான் 	Direct
10112	NOUN	13374325	NOUN	refrigeration, infrigidation	the process of cooling or freezing (e.g., food) for preservative purposes	शीतकरण,शीतलन,शीतलकरण,संशीतन	किसी वस्तु को सुरक्षित रखने के लिए उसे ठंडा करने की क्रिया|| शीतकरण द्वारा आईसक्रीम बनाई जाती है । 	குளிர்சாதனப்பெட்டி, குளிரூட்டும்இயந்திரம்	ஏதாவது ஒரு பொருளைப் பாதுகாப்பாக வைத்து அதை குளிரூட்டும் சாதனம்||   குளிர்சாதனப்பெட்டி ஐஸ்க்ரீம் தயாரிக்கப் பயன்படுகிறது 	Direct
10114	NOUN	10593335	NOUN	vintner, winemaker, wine_maker	someone who makes wine	कलार,कलाल,कलवार,कल्यपाल,शुंडी,मंडहारक,शौंडिक,शौण्डिक,शौंडि,शौण्डि,आबकार,पण	वह जो मद्य बनाता और बेचता हो|| पुलिस ने कलार को शराब बनाते हुए पकड़ा । 	சாராயம்_காய்ச்சுபவள், இரேயம்_காய்ச்சுபவள், சரக்கு_காய்ச்சுபவள், மதுசாரம்_காய்ச்சுபவள், மதுரசம்_காய்ச்சுபவள், அடுநறா_காய்ச்சுபவள்	மதுவை||  காவலாளி சாராயம் காய்ச்சும் இடத்திலிருந்து சாராயம் காய்ச்சும் பெண்ணை பிடித்தது 	Direct
10116	NOUN	6542376	NOUN	regard, wish, compliments	"(usually plural) a polite expression of desire for someone' s welfare; ""give him my kind regards""; ""my best wishes"""	शुभकामना,शुभ कामना	किसी के लिए की जाने वाली अच्छी कामना|| माता-पिता के हृदय में बच्चों के लिए सदा शुभकामनाएँ ही होती हैं । 	நல்விருப்பம்	ஒருவர் தனக்கு பிடித்த ஒன்றை அல்லது தனக்கு உகந்ததாக்க் கருதும் ஒன்றைச் செய்யவோ அடையவொ வேண்டும் என்ற உணர்வு.||  அம்மா,அப்பா மனதில் குழந்தைகளுக்காக எப்போழுதும் நல்விருப்பம் இருந்துக்கொண்டிருக்கிறது 	Direct
10117	NOUN	656721	NOUN	nursing	the work of caring for the sick or injured or infirm	सेवा-शुश्रूषा,शुश्रूषा,तीमारदारी	रोगी की परिचर्या|| नर्स ने बड़ी लगन से रोगी की सेवा-शुश्रूषा की । 	தொண்டு	தன்னலம்கருதாமல், எந்த வித ஆதாயத்தையும் எதிர்பார்க்காமல் ஒன்றின் நன்மைக்காக அல்லது வளர்ச்சி போன்ற வற்றுக்கா ச் செய்யும் பணி||  ஆயா மிகுந்த ஈடுபாட்டுடன் நோயாளிகளுக்கு தொண்டு செய்தாள் 	Direct
10118	NOUN	1379738	NOUN	alga, algae	primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves	शैवाल,सेवार,सिवार,सिवाल,तोयशूका,तोयवृक्ष,जलपृष्ठजा,अंबुचामर,अम्बुचामर,अर,अरक,अर्क,सकंटक,जलकेश,जलशूचक,वारिचामर,अवका	पानी के भीतर होनेवाली एक प्रकार की घास|| तालाब में शैवाल अधिक होने के कारण तैरने में असुविधा होती है । 	மரப்பாசி, கற்பாசி	நீரின் உள்ளே ஏற்படுகிற ஒரு வகை புல்||  குளத்தில் கற்பாசி அதிசமாக இருந்த காரணத்தால் நீந்துவதற்கு கடினமாக இருக்கிறது 	Direct
1012	NOUN	13957559	NOUN	asthma, asthma_attack, bronchial_asthma	respiratory disorder characterized by wheezing; usually of allergic origin	दमा,अस्थमा	एक रोग जिसमें साँस बहुत अधिक तेजी से फूलने लगती है|| वह दमा से पीड़ित है । 	ஆஸ்துமா	மனிதர்களுக்கு மூச்சுகுழலில் ஏற்படும் நோய்.||  மந்திரி அவர்கள் ஆஸ்துமா நோயால் அவதிப்பட்டார் 	Direct
10120	ADJECTIVE	58628	ADJECTIVE	adorned, decorated	provided with something intended to increase its beauty or distinction	सुशोभित,शोभान्वित,शोभायमान,शोभित,विराजित,कलित,अभिमंडित,सुसज्जित,शोभनीय,ज़ेबा,जेबा,उजहदार	शोभा देने वाला|| राजा के सिर पर सुशोभित रत्न जड़ित मुकुट है । 	மிக_அழகான	அழகைக் கொடுக்கக்கூடியது||  மன்னனுடைய தலையில் மிக அழகான ரத்தினம் பதித்த கிரீடம் இருக்கிறது 	Direct
13264	ADJECTIVE	58628	ADJECTIVE	adorned, decorated	provided with something intended to increase its beauty or distinction	सुसज्जित,आरास्ता	अच्छी तरह सजा या सजाया हुआ|| होटल का वह कमरा सुसज्जित है । 	நன்கு_அலங்கரிக்கப்பட்ட	நன்கு அலங்கரிக்கப்பட்ட||  திருமண மண்டபம் நன்கு அலங்கரிக்கப்பட்ட நிலையில் இருந்தது. 	Direct
1162	ADJECTIVE	58628	ADJECTIVE	adorned, decorated	provided with something intended to increase its beauty or distinction	अलंकृत,उपाधित,विभूषित,अलङ्कृत,अलंकित,अलङ्कित,सम्मानित	जिसे किसी पद, गरिमा आदि से विभूषित किया गया हो|| भारत-भूषण की उपाधि से अलंकृत आर के लक्ष्मण अपने कार्टूनों के लिए जाने जाते हैं । 	அலங்கரிக்கப்பட்ட, அலங்கரித்த	ஒருவரை அல்லது ஒன்றை அழகுப்படுத்துதல்||  அவன் பத்மபூஷன் என்ற பட்டத்தால் அலங்கரிக்கப்பட்டான். 	Direct
10121	NOUN	10365186	NOUN	research_worker, researcher, investigator	a scientist who devotes himself to doing research	अनुसंधान कर्ता,अनुसंधानकर्ता,अनुसंधानी,अनुसन्धान कर्ता,अनुसन्धानकर्ता,अनुसन्धानी,अन्वेषक,अन्वेषण कर्ता,शोध कर्ता,शोधकर्ता,अन्वेषी,अन्वेष्टा,शोध कर्त्ता,अन्वेषण कर्त्ता,अनुसंधान कर्त्ता,अनुसन्धान कर्त्ता,अन्वेषणकर्त्ता,अनुसंधानकर्त्ता,अनुसन्धानकर्त्ता,रिसर्चर	वह जो शोध करता हो|| अनुसंधान कर्ता अनुसंधान में लगे हुए हैं । 	ஆராய்ச்சிசெய்பவன்	ஆய்வு செய்பவர்||  ஆராய்ச்சிசெய்பவன் ஆராய்ச்சியில் ஈடுபட்டிருக்கிறார் 	Direct
10122	NOUN	9406617	NOUN	Satan, Old_Nick, Devil, Lucifer, Beelzebub, the_Tempter, Prince_of_Darkness	(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell	शैतान,इबलीस,इलीस	ईसाई, इस्लाम आदि धर्मों में तमोगुण का प्रधान जो मनुष्यों को ईश्वर के विरुद्ध चलाता और धर्म मार्ग से भ्रष्ट करता है|| शैतान लोगों को गलत रास्ते पर ले जाता है । 	சாத்தான்	கடவுளின் எதிரியாகவும், தீய சக்தியாகவும் கருதப்படும் தீய ஆவி.||  சாத்தான் மக்களை தவறு செய்ய தூண்டியது 	Direct
10125	NOUN	6256351	NOUN	Mrs, Mrs.	a form of address for a married woman	श्रीमती	श्रीमान् का स्त्रीलिंग रूप, जिसका प्रयोग विवाहित स्त्रियों के नाम के पहले होता है|| श्रीमती इंदिरा गाँधी हमारे देश की प्रथम महिला प्रधान मंत्री थीं । 	திருமதி	திருமணமான பெண்ணின் பெயருக்கு முன்னால் மதிப்புத் தரும் முறையில் இடப்படும் அடை.||  திருமதி முகுந்த என்னுடைய சகோதரி 	Direct
10126	NOUN	6256260	NOUN	mister, Mr, Mr.	a form of address for a man	श्रीमान्,श्रीमान	एक आदरसूचक शब्द जो पुरुषों के नाम के पहले या उनको संबोधित करने के लिए लगाया जाता है|| श्रीमान् अजीत जोगी छत्तीसगढ़ के प्रथम मुख्य मंत्री नियुक्त किए गए हैं । 	திரு	மதிப்புத் தரும் முறையில் ஒரு ஆணின் பெயருக்கு முன்னால் இடப்படும் அடை.||  திரு நடராசன் சென்னைக்கு சென்றார் 	Direct
16054	NOUN	6256260	NOUN	mister, Mr, Mr.	a form of address for a man	श्री	एक आदरसूचक संबोधन|| श्री पुरुषों के नाम के आगे लगाया जाता है । 	திரு, திருவாளர்	மதிப்புத் தரும் முறையில் ஒரு ஆணின் பெயருக்கு முன்னால் இடப்படும் சொல்||  திரு ஆண்களின் பெயர்களுக்கு முன்னால் போடப்படுவது 	Direct
10127	NOUN	7062012	NOUN	dictation	speech intended for reproduction in writing	श्रुतलेख,इमला	सुनकर लिखा हुआ लेख|| गुरुजी बच्चों से श्रुतलेख लिखवा रहे हैं । 	சொல்வதை_எழுதுதல்	கேட்டு எழுதப்படும் எழுத்து||  ஆசிரியர் குழந்தைகளுக்கு சொல்வதை எழுதுதல் பயிற்ச்சி கொடுத்தார் 	Direct
10128	NOUN	6598769	NOUN	recognition, credit	"approval; ""give her recognition for trying""; ""he was given credit for his work""; ""give her credit for trying""; ""the credits were given at the end of the film"""	श्रेय	किसी काम के लिए मिलने वाला यश|| रिया को हिंदी में सबसे अधिक अंक प्राप्त होने का श्रेय उसकी शिक्षिका तमिस्रा को जाता है । 	புகழ்	ஒன்றை பற்றி அல்லது ஒருவரை பற்றி உயர்வாக் கூறுதல் சிறப்பித்துக் கூறுதல்.||  ரியா இந்தியாவில் அதிக மதிப்பெண்கள் பெருவதற்கான புகழ் அவளுடைய ஆசிரியை கமலாவைச்சாறும் 	Direct
10129	NOUN	10014128	NOUN	hearer, listener, auditor, attender	someone who listens attentively	श्रोता	वह जो कथा, उपदेश, व्याख्यान आदि सुनता हो|| श्रोता मुग्ध होकर स्वामीजी का प्रवचन सुन रहे थे । 	கேட்பவர்கள்	சொல்வதை கேட்கும் திறன் கொண்டவர்கள்||   ஸ்வாமியின் சொற்ப்பொழிவை கேட்பவர்கள் மோகத்தில் ஆழ்ந்து கேட்டுக் கொண்டிருந்தனர் 	Direct
1013	NOUN	4575846	NOUN	cheerfulness, cheer, sunniness, sunshine	"the quality of being cheerful and dispelling gloom; ""flowers added a note of cheerfulness to the drab room"""	प्रसन्नता,ख़ुशी,खुशी,आनंद,आनन्द,हर्ष,प्रफुल्लता,परितोष,आनंदता,आनन्दता,फरहत,तफरीह,तफ़रीह,शादमनी,रजा,रज़ा,बहाली,हृष्टि	प्रसन्न होने की अवस्था या भाव|| राम के चेहरे पर प्रसन्नता झलक रही थी ।  /  आपसे मिलकर मुझे ख़ुशी हुई । 	மகிழ்ச்சி, சந்தோஷம், ஆனந்தம், இன்பம்	விரும்பத் தகுந்த அல்லது நிறைவு தரக் கூடிய அனுபவத்தினால் ஏற்படும் ஓர் உணர்வு.||  கல்லூரி நாட்களைப் போன்ற மகிழ்ச்சியான காலம் என் வாழ்வில் வேறு இல்லை 	Direct
8112	NOUN	10069255	NOUN	jewelry_maker, jeweler, jeweller	someone who makes jewelry	बेगड़ी	नगीनों आदि को तराश कर सुडौल बनानेवाला कारीगर|| स्वर्णकार की दुकान पर बैठा बेगड़ी पत्थरों को तराश कर गहनों में जड़ रहा था । 	நகையை_செதுக்குபவன், ஆசாரி	நகைகளை செதுக்கி அழகாக்கக்கூடிய கைவினைஞர்||  பொற்கொல்லர் கடையில் உட்கார்ந்து செதுக்கிய டிசைனர் கற்களை அழகாக்கி ஆபரணத்தில் இணைத்தார் 	Direct
4906	NOUN	10069255	NOUN	jewelry_maker, jeweler, jeweller	someone who makes jewelry	जौहरी,रत्न पारखी,रत्नपरीक्षक,जूलर	वह जिसे रत्नों की अच्छी परख हो|| एक कुशल जौहरी रत्नों को हाथ में लेकर ही उनके असली और नकली होने की पहचान कर लेता है । 	ரத்தினவியாபாரி	ரத்தினங்களை விற்பவர்.||  ஒரு நல்ல ரத்தின் வியாபாரி ரத்தினங்களை கையில் எடுத்தவுடன் எது உண்மையானரத்தினம் எது பொய்யான ரத்தினம் என்று சொல்லிவிடுவார் 	Direct
10135	NOUN	3828839	NOUN	packing_needle	a large needle used to sew up canvas packages	सूआ,सूजा,सुआ	बोरा आदि सीने की बड़ी सुई|| हमाल सूए से अनाज की बोरियाँ सी रहा है । 	ஊசி	சாக்குகளை தைக்கும் ஊசி||  ஹமால் ஊசியிலிருந்து தானிய சாக்குகளை தைத்துக் கொண்டிருக்கிறான் 	Direct
10136	NOUN	5627901	NOUN	doubt, uncertainty, incertitude, dubiety, doubtfulness, dubiousness	the state of being unsure of something	संदिग्धता	संदिग्ध होने की अवस्था या भाव|| पुलिस इस बात की संदिग्धता का पता लगा रही है । 	சந்தேகம், உறுதியின்மை, ஐயப்பாடு	உறுதியாக சொல்ல முடியாத நிலையில் உள்ள விஷயம்||  அவன் மனதில் சந்தேகம் இருந்து கொண்டே இருந்தது. 	Direct
